Country,State,County,City,Gender,HS_Rank,HS_Class_Size,SType,IUPCollege,Program,HighestTest,GPA,Black,White,Asian,Hawaiian,Indian,Decision,FAFSA
,PA,Bucks,Warminster,F,98,442,N,HH,PESP-EXSC,960,3.6,N,Y,N,N,N,AD,Y
,PA,Allegheny,Allison Park,M,,,N,ED,BTED,1190,3.29,N,Y,N,N,N,AD,N
,PA,Lackawanna,Carbondale,M,,,N,BU,ACCT,940,3,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,SOC-HMSV,800,3.73,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,32,51,N,HH,FSMR,930,2.69,Y,N,N,N,N,AD,Y
,PA,Indiana,Homer City,M,,,N,NM,ENVE,1310,4,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,ED,COMM-MDMK,1070,3.73,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,CRIM-HH,910,3.12,N,Y,N,N,N,AD,N
,PA,Bucks,Sellersville,F,,,N,NM,COSC-BA,1050,3.23,N,Y,N,N,N,AC,N
,PA,Bucks,Penndel,F,258,634,N,AA,PUBH-ENOC,1060,3.45,N,Y,N,N,N,AD,Y
,PA,Westmoreland,Lower Burrell,M,91,142,N,NM,CHEM-PPHR,1010,2.99,N,Y,N,N,N,AD,N
,PA,Westmoreland,New Kensington,M,52,117,N,BU,MIS-ISIT,860,2.81,N,Y,N,N,N,AD,N
,PA,Crawford,Springboro,F,,,N,NM,BIOL-PVET,900,4,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,840,2.9,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,760,2.58,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-HHS,760,3.38,Y,N,N,N,N,AD,Y
,PA,Luzerne,Wilkes Barre,M,75,144,N,NM,COSC-SWEN,1010,3,N,N,N,N,N,AD,Y
,PA,Montgomery,Ambler,F,,,N,ED,ECED,860,2.05,Y,N,N,N,N,RJ,N
,OH,Stark,North Canton,M,,,T,HH,PESP-EXSC,1040,2.89,N,Y,N,N,N,AD,Y
,PA,Allegheny,Mc Kees Rocks,F,12,60,N,HH,CRIM-HH,840,3.2,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,165,347,N,NM,COSC-BA,1090,3.6,N,Y,N,N,N,AC,N
,PA,Washington,Washington,F,10,95,N,UC,EXPL-HHS,980,3.7,Y,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,ED,COMM-MDMK,840,3.76,Y,N,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,F,79,125,N,BU,MGMT-ESBU,1130,3.68,Y,N,N,N,N,AD,Y
,PA,Chester,Coatesville,F,67,470,N,HS,PLSC-PLAW,1160,3.9,Y,N,N,N,N,AD,N
,NJ,Union,Elizabeth,F,188,229,N,HH,FSMR,,3.52,N,N,N,N,N,AC,Y
,MI,Oakland,White Lake,F,123,312,N,UC,EXPL-HHS,970,3.49,N,Y,N,N,N,AP,Y
,DE,Sussex,Lewes,F,,,N,UC,EXPL-HHS,1160,3.71,N,Y,N,N,N,AD,Y
,PA,Dauphin,Harrisburg,M,169,403,N,NM,PHYS-PENG,1100,3.3,N,Y,N,N,N,AD,Y
,PA,Allegheny,Coraopolis,F,,,N,HH,FSMR,850,2.77,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,M,,,N,FA,ART-STUDIO,880,2,Y,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,F,36,70,N,HS,JRNL,960,3.4,Y,N,N,N,N,AD,Y
,PA,Bucks,Warminster,M,,,N,HH,CRIM-HH-PLAW,,3.17,N,Y,N,N,N,AD,N
,PA,Erie,Waterford,M,,,N,NM,MAED,1230,4,N,Y,N,N,N,AC,Y
,PA,Centre,Bellefonte,F,28,208,N,BU,MIS-ISBA,1150,4,N,Y,N,N,N,AC,N
,PA,Dauphin,Harrisburg,F,51,205,N,ED,ECSP-URBN,970,3.5,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-UC,700,2.6,Y,N,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,F,,,N,BU,MKTG,920,3.06,N,Y,N,N,N,AP,Y
,PA,Berks,Reading,M,,,N,NM,PSYC,,,Y,N,N,N,N,,N
,PA,Allegheny,Verona,F,199,302,N,UC,EXPL-HHS,860,2.97,Y,N,N,N,N,AP,Y
,PA,Cambria,Salix,F,107,136,N,UC,EXPL-EDU,910,2.76,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,920,2.28,Y,N,N,N,N,AC,Y
,PA,Chester,Downingtown,M,239,470,N,HH,NUTN-DIET,840,2.8,Y,N,N,N,N,AW,N
,PA,Franklin,Greencastle,F,128,230,N,ED,ECED,970,3.31,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL,,2.15,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,FA,ART-STUDIO,,,N,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,39,102,N,ED,COMM-PROD,,3.67,Y,N,N,N,N,AD,Y
,PA,Butler,Butler,F,,,N,HH,NURS,1110,3.55,N,Y,N,N,N,AD,Y
,PA,Westmoreland,Harrison City,M,284,322,N,UC,EXPL-UC,1030,2.46,N,Y,N,N,N,AD,N
,PA,York,Red Lion,F,,,T,HH,CDFR,1020,,N,Y,N,N,N,,N
,MD,Frederick,New Market,F,90,328,N,HH,INDS,1220,4.31,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-HHS,800,3.7,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,N,HH,PESP-EXSC,910,3.3,Y,N,N,N,N,AD,Y
,PA,Allegheny,Verona,M,,,N,ED,COMM-MDMK,,2.55,N,Y,N,N,N,,N
,PA,Delaware,Darby,F,24,287,N,NM,BIOL-PMED,1040,4.01,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOC,940,3.91,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,3,471,N,HH,CRIM-HH,1030,4,Y,N,N,N,N,AD,Y
,PA,Clearfield,Osceola Mills,F,21,126,N,HH,NURS,1080,3.8,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,56,141,N,HH,CRIM-HH,890,3.4,N,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,88,307,N,HH,NURS,1080,3.7,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,1,36,N,NM,COSC-BA,930,3.88,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,1090,3.3,Y,N,N,N,N,AD,N
,PA,Cumberland,Mechanicsburg,F,406,596,N,HH,NURS,1140,3.3,N,Y,N,N,N,AP,Y
,PA,Montgomery,Cheltenham,F,,,N,NM,PSYC,1060,,Y,N,N,N,N,AC,Y
,PA,Lancaster,Mount Joy,F,74,231,N,HH,HOSP,980,4,N,N,N,N,N,AD,Y
,PA,Adams,Fairfield,F,65,94,N,HS,SSED-HIST,1030,2.82,N,Y,N,N,N,AD,Y
,PA,Cumberland,Carlisle,F,484,600,N,ED,ECED,1070,3,N,Y,N,N,N,AD,N
,PA,Monroe,Tobyhanna,M,94,374,N,UC,EXPL-BU,1100,3.5,N,Y,N,N,N,AC,Y
,PA,Montgomery,Norristown,F,38,67,N,NM,BIOL-PMED,940,3.36,Y,N,N,N,N,AD,Y
,PA,Chester,Avondale,M,286,440,N,BU,HRMG,1030,3.13,Y,N,N,N,N,AD,Y
,PA,Allegheny,Moon Township,M,,,N,ED,BTED,1260,3.62,N,Y,N,N,N,AC,Y
,PA,Centre,Centre Hall,F,,,N,HH,CRIM-HH,1150,3.82,N,Y,N,N,N,AC,N
,OH,Delaware,Powell,F,,,N,HH,HPED-K12E,1080,2.97,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,M,133,138,N,HH,PESP-PATL,850,1.49,Y,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-HHS,850,3.7,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,720,2.2,Y,N,N,N,N,RJ,Y
,PA,Philadelphia,Philadelphia,F,,,N,BU,MGMT-GNRL,1060,3.73,Y,N,N,N,N,AC,Y
,PA,Bucks,Bristol,M,189,224,N,UC,EXPL-UC,1080,2.3,Y,Y,N,N,N,AC,Y
,NJ,Ocean,Jackson,F,170,405,N,HH,NURS,1080,3.63,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,860,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL-UC,710,2.89,Y,N,N,N,N,AC,Y
,FL,Okaloosa,Fort Walton Beach,F,,,T,ED,ECED,,,N,Y,N,N,N,,N
,PA,Cumberland,Mechanicsburg,F,70,612,N,AA,PUBH-BHMN,1350,4,N,N,Y,N,N,AD,Y
,PA,Butler,Slippery Rock,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-HHS,950,2.9,Y,N,N,N,N,AD,N
,PA,Berks,Wyomissing,F,63,156,N,NM,PSYC,1180,4.13,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,HH,PESP-EXSC,960,3.6,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,76,262,N,NM,PSYC,1010,2.9,N,Y,N,N,N,AD,N
,PA,Allegheny,East Pittsburgh,M,87,262,N,NM,NASC-PPTH,920,2.73,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,PESP-EXSC,760,3.73,Y,N,N,N,N,AD,N
,IL,Saint Clair,Scott Afb,F,,,N,FA,THTR-MUTH,1270,4,N,Y,N,N,N,AD,N
,PA,Dauphin,Millersburg,F,29,64,T,HH,CRIM-HH,,3.6,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH,850,3.2,N,N,N,N,N,AC,Y
,PA,Washington,Washington,F,,,T,HH,CRIM-HH,,,N,Y,N,N,N,,N
,MD,Montgomery,North Potomac,F,,,N,HS,JRNL,1360,4.26,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL,930,3.6,Y,N,N,N,N,AD,N
,PA,Fayette,Uniontown,F,26,202,N,ED,SPLP,1080,4.21,N,Y,N,N,N,AP,Y
,PA,Fayette,Uniontown,M,56,207,N,HH,NURS,1070,3.72,N,Y,N,N,N,AD,N
,PA,York,York,F,,,N,HH,CRIM-HH-PLAW,920,3.35,N,Y,N,N,N,AD,N
,PA,Erie,Erie,F,,,N,HH,CRIM-HH,850,3.2,Y,N,N,N,N,AW,Y
,PA,Fayette,Uniontown,F,41,207,N,NM,PSYC,970,3.85,N,Y,N,N,N,AD,N
,PA,Fayette,Hopwood,F,81,207,N,UC,EXPL-HHS,990,3.75,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,19,133,N,BU,MGMT-GNRL,820,3.19,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HS,SOC-HMSV,780,2,Y,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL-UC,800,2.69,N,N,N,N,N,AD,N
,PA,Wyoming,Tunkhannock,M,79,183,N,HS,SSED-HIST,1080,3.4,N,Y,N,N,N,AP,Y
,PA,Montgomery,Abington,F,,,N,NM,PSYC,,,Y,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,70,222,N,HH,NURS,,3.95,N,Y,N,N,N,,Y
,PA,Erie,Erie,F,,,N,UC,EXPL-ARTS,,,Y,N,N,N,N,,N
,PA,Wyoming,Monroe Township,F,110,193,N,HS,SOC-HMSV,880,3.1,N,Y,N,N,N,AD,Y
,PA,Tioga,Elkland,M,45,78,T,UC,EXPL-ARTS,,3.2,N,Y,N,N,N,AP,Y
,PA,Washington,Richeyville,F,27,101,N,NM,BIOL-PMED,1060,3.75,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,AA,PUBH-BHMN,1010,2.92,Y,N,N,N,N,AD,N
,PA,Westmoreland,North Huntingdon,F,239,406,N,UC,EXPL-HHS,980,3.2,N,Y,N,N,N,AD,Y
,PA,Delaware,Upper Darby,F,,,N,NM,NASC-BS,870,2.7,Y,N,N,N,N,AD,Y
,PA,Luzerne,Wilkes Barre,M,18,137,N,BU,MGMT-ESBU,1280,4.01,N,Y,N,N,N,AD,N
,PA,Westmoreland,Ligonier,F,67,137,N,HS,SOC,1050,3.25,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,106,135,N,HH,HOSP-AS,970,2.6,N,N,N,N,N,AD,Y
,PA,Luzerne,Hazleton,F,630,782,N,NM,BIOL-BS,890,2.5,N,N,N,N,N,AC,N
,PA,Westmoreland,New Kensington,F,20,124,N,NM,BIOL-PVET,1040,3.86,N,Y,N,N,N,AD,Y
BF,,,nassau,M,,,N,NM,NASC-PPTH,860,,Y,N,N,N,N,,N
,PA,Cambria,Johnstown,F,,,N,UC,EXPL-HSS,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,720,2.3,Y,N,N,N,N,AD,Y
,PA,Delaware,Springfield,F,237,277,N,UC,EXPL-UC,860,2.3,N,Y,N,N,N,PC,Y
,PA,Allegheny,Monroeville,F,29,271,N,HH,NURS,1240,3.84,N,Y,N,N,N,AC,N
,PA,Mercer,Hermitage,M,62,151,N,BU,MGMT-ESBU,1180,3.7,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,,,N,HH,INDS,1040,3.07,N,Y,N,N,N,AD,Y
,PA,Crawford,Meadville,F,29,180,N,NM,NASC-PPTH,1110,5.16,N,Y,N,N,N,PC,Y
,PA,Warren,Warren,F,,,N,ED,BTED,1030,,N,Y,N,N,N,,Y
,PA,Potter,Shinglehouse,F,8,41,N,NM,NASC-PCHR,1200,3.6,N,Y,N,N,N,AC,N
,PA,Westmoreland,Murrysville,F,,,N,BU,MKTG,930,3.14,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,NM,BIOL-PMED,950,3.4,Y,N,N,N,N,AD,N
,PA,York,York,M,133,263,N,HH,HOSP-AS,940,3.5,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL-UC,890,2.24,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,CRIM-HH,950,2.85,N,Y,N,N,N,AC,Y
,PA,Cambria,Fallentimber,F,34,68,N,HH,CRIM-HH,910,3.6,N,Y,N,N,N,AD,Y
,PA,Indiana,Homer City,F,,,N,BU,MGMT-ESBU,820,3.7,N,Y,N,N,N,AW,Y
,PA,York,Windsor,F,57,104,N,HH,NURS,1110,3.46,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,M,,,N,HH,NURS,870,,Y,N,N,N,N,,Y
,PA,Mifflin,Lewistown,F,139,412,N,NM,BIED,,3.6,N,Y,N,N,N,,N
,PA,Westmoreland,Murrysville,F,,,N,HH,RESP,980,3.43,N,Y,N,N,N,AP,Y
,MD,Frederick,Frederick,F,129,383,N,ED,ECSP,1010,3.92,N,Y,N,N,N,AC,Y
,MD,Montgomery,Boyds,F,,,N,NM,BIOL-BS,1080,3.95,N,Y,N,N,N,AD,Y
,PA,Chester,Chester Springs,M,,,N,BU,MGMT-ESBU,870,2.69,Y,Y,N,N,N,AC,N
,PA,Cumberland,Mechanicsburg,F,434,612,N,BU,ACCT,960,3.2,N,N,Y,N,N,AD,N
,PA,Bucks,Southampton,M,,,N,BU,MKTG,920,1.81,N,N,Y,N,N,RJ,N
,PA,Montgomery,Royersford,F,118,596,N,NM,MATH-ACTU,1060,4,N,Y,N,N,N,AC,N
,NJ,Union,Clark,F,,,N,UC,EXPL-HHS,1130,3.06,Y,N,N,N,N,AD,Y
,PA,Indiana,Home,M,54,99,N,HH,SHE,1060,3.09,N,Y,N,N,N,AW,Y
,PA,Butler,Butler,M,,,N,HH,CRIM-HH,,2.3,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,730,2.47,Y,N,N,N,N,AD,Y
,WV,Hancock,Weirton,F,,,N,FA,THTR,1060,4.03,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,,2.44,Y,N,N,N,N,,N
,PA,York,Felton,M,92,104,N,UC,EXPL-UC,1140,2.48,N,Y,N,N,N,AD,N
,PA,Cumberland,Carlisle,M,102,210,N,HS,HIST,1000,3.17,N,Y,N,N,N,AD,N
,PA,Monroe,Effort,F,,,N,UC,EXPL-UC,920,,N,N,N,N,N,AP,Y
,PA,Fayette,Connellsville,M,,,N,NM,ENVE,1220,4.07,N,Y,N,N,N,AD,Y
,PA,Montgomery,Harleysville,M,,,N,UC,EXPL-STEM,,,N,Y,N,N,N,,N
,PA,Erie,Erie,M,,,N,UC,EXPL-UC,1050,2.33,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,106,313,N,HH,FSMR,820,3.24,N,Y,N,N,N,AD,Y
,PA,Lehigh,Center Valley,F,,,N,HH,CDFR,1000,3.16,N,Y,N,N,N,AC,Y
,PA,Cambria,Johnstown,F,40,133,N,HS,SPAE,970,3.81,N,Y,N,N,N,AP,Y
,PA,Monroe,Blakeslee,M,25,373,N,ED,COMM-PROD,1080,4,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,36,288,N,NM,NASC-PPTH,920,3.53,Y,N,N,N,N,AD,Y
,PA,Westmoreland,Irwin,F,105,322,N,HH,PESP-EXSC,1120,3.85,N,Y,N,N,N,AC,Y
,PA,Westmoreland,Greensburg,M,244,435,N,BU,ACCT,1110,3.1,N,Y,N,N,N,AC,Y
,PA,Luzerne,Sugarloaf,F,371,760,N,ED,ECSP,1050,3.3,N,Y,N,N,N,AC,N
,PA,Cambria,Johnstown,F,,,N,NM,BIOL-PVET,1080,4,N,Y,N,N,N,AP,Y
,PA,Beaver,New Galilee,M,,,N,HS,PLSC,1130,2.19,N,Y,N,N,N,AD,N
,PA,Bedford,Imler,F,48,118,N,NM,NASC-BS,980,3.36,N,Y,N,N,N,AD,N
,PA,Schuylkill,Pottsville,F,107,204,N,UC,EXPL-HHS,950,2.79,N,Y,N,N,N,AC,Y
,PA,Lackawanna,Moscow,F,199,242,N,HH,CRIM-HH,880,3.18,N,Y,N,N,N,AC,N
,NJ,Union,Linden,M,,,N,BU,FIN,1320,,N,N,N,N,N,,N
,VA,Loudoun,Round Hill,F,226,376,N,NM,PSYC,1000,3.13,N,Y,N,N,N,AC,Y
,PA,Franklin,Waynesboro,M,41,309,N,NM,COSC-BA,1150,4,N,Y,N,N,N,AD,Y
,MD,Baltimore,Perry Hall,F,252,507,N,NM,BIOL-PVET,1050,3.08,N,Y,N,N,N,AD,Y
,PA,Allegheny,Clairton,M,21,37,N,UC,EXPL-UC,970,2.46,Y,N,N,N,Y,AP,Y
,PA,Jefferson,Brookville,F,,,N,NM,PSYC,1060,3.5,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL,740,1.9,Y,N,N,N,N,RJ,N
,PA,Luzerne,West Pittston,F,,,N,NM,PSYC,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,HOSP-AS,760,3.07,Y,N,N,N,N,AD,N
,PA,Erie,Erie,F,,,N,NM,CHEM-PMED-BS,980,3.45,N,Y,N,N,N,AC,N
,PA,Montgomery,Wyncote,F,,,N,BU,MGMT-ESBU,930,3.6,Y,N,N,N,N,AC,N
,VA,Fairfax City,Fairfax,M,,,N,ED,COMM-PROD,1180,3.29,N,N,Y,N,N,AC,Y
,PA,Clearfield,Du Bois,F,125,225,N,HS,ENGE,940,2.88,N,N,N,N,N,AD,Y
,NJ,Union,Elizabeth,F,183,229,N,HH,CRIM-HH,960,3.54,N,N,N,N,N,AC,Y
NI,,,Abuja,F,,,T,HH,HPED-CMHE,,,Y,N,N,N,N,AC,N
,PA,York,Hanover,F,82,123,N,HS,SPAN,960,2.91,N,N,N,N,N,AD,Y
,PA,Warren,Warren,M,55,171,N,HH,SHE,970,3.3,N,Y,N,N,N,AC,N
,PA,Delaware,Broomall,F,145,294,N,NM,COSC-CYBR,1000,3.5,N,Y,N,N,N,AD,Y
,PA,Dauphin,Harrisburg,F,45,300,N,UC,EXPL-HHS,870,3.63,Y,N,N,N,N,AD,Y
,PA,Berks,Reading,F,,,N,NM,NASC-PDNT,,,N,N,N,N,N,,N
,PA,Clarion,Shippenville,M,24,72,N,HH,PESP-SPAD,1040,4,N,Y,Y,N,N,AD,Y
,PA,Westmoreland,Derry,F,67,148,N,HH,CRIM-HH,940,3.4,N,Y,N,N,N,AP,Y
,PA,Allegheny,Carnegie,F,103,242,N,HH,CRIM-HH-PLAW,1030,3.6,N,Y,N,N,N,AD,Y
,PA,Dauphin,Dauphin,F,286,416,N,NM,PSYC,1010,2.5,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,NM,COSC-SWEN,930,3.1,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,940,3.5,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,RESP,880,3.3,Y,Y,N,N,N,AD,Y
,PA,Chester,West Grove,F,384,440,N,HH,NUTN-DIET,1070,2.56,N,N,N,N,N,AD,Y
,PA,Delaware,Glenolden,F,,,N,NM,COSC-CYBR,,3.68,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,NM,ENVE,880,3.1,Y,N,N,N,N,AD,N
,PA,Blair,Altoona,F,315,496,N,ED,ECED,930,2.9,N,Y,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,F,292,341,N,NM,PSYC,910,2.53,N,Y,N,N,N,PC,Y
,PA,Butler,Saxonburg,F,9,220,T,HS,HIST,1400,4.79,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH,810,3.2,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,HH,HOSP-AS,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,BU,MGMT-GNRL,890,3.02,Y,N,N,N,N,AD,Y
,PA,York,York,M,176,263,N,HH,CRIM-HH,1010,3.2,Y,N,N,N,N,AD,Y
,PA,Lancaster,Lancaster,F,,,N,UC,EXPL-BU,1030,3.77,Y,Y,N,N,N,AD,Y
,MD,Baltimore,Catonsville,M,245,315,N,ED,COMM-PROD,1140,1.7,Y,N,N,N,N,RJ,N
,PA,Westmoreland,Trafford,F,132,320,N,BU,MKTG,1110,3.7,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL,820,2.9,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,HOSP-AS,930,3.15,Y,N,N,N,N,AD,N
,PA,Indiana,Indiana,F,112,203,N,HH,SHE,1070,3.27,N,Y,N,N,N,AP,Y
,PA,Lancaster,Manheim,M,64,231,N,BU,FIN,1190,3.55,N,Y,N,N,N,AD,N
,MD,Montgomery,Gaithersburg,M,,,N,NM,ENVE,1120,3.03,N,Y,N,N,N,AD,N
,PA,Chester,Downingtown,F,145,270,N,BU,MKTG,1110,3.28,N,Y,N,N,N,AD,Y
,PA,Delaware,Trainer,F,89,243,N,BU,MKTG,940,3.13,Y,N,N,N,N,AC,N
,PA,Indiana,Clymer,F,21,58,N,HS,PLSC-PLAW,,3.6,Y,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,BTED,,,Y,N,N,N,N,,N
,PA,Westmoreland,Rillton,F,7,59,N,BU,FIN,1350,4.22,N,N,Y,N,N,AC,Y
,PA,Somerset,Friedens,M,,,N,NM,COSC-CYBR,,,N,Y,N,N,N,,N
,PA,Dauphin,Harrisburg,F,61,300,N,NM,PSYC,1040,3.4,Y,N,N,N,N,AD,Y
,PA,Clinton,Lock Haven,M,185,283,N,FA,THTR,1090,3.1,N,Y,N,N,N,AP,Y
,PA,Cambria,Blandburg,F,45,68,N,UC,EXPL-HHS,850,3.4,N,Y,N,N,N,AD,N
,PA,Warren,Sheffield,M,31,38,N,BU,HRMG,1140,1.6,N,Y,N,N,N,RJ,N
,PA,Allegheny,Homestead,F,69,106,N,NM,PSYC,890,2.61,N,Y,N,N,N,AD,N
,PA,Cambria,Johnstown,F,,,N,NM,PSYC,910,3.6,N,Y,N,N,N,AP,Y
,PA,Lancaster,Mount Joy,F,110,231,N,NM,BIOL-PMED,1120,3.48,N,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,BU,ACCT,1080,1.45,N,N,N,N,N,RJ,N
,PA,Lycoming,Williamsport,F,,,N,NM,COSC-BA,920,,N,Y,N,N,N,,N
,PA,Lehigh,Macungie,M,,,N,UC,EXPL-STEM,,3.41,N,Y,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-STEM,890,3.41,Y,N,N,N,N,AP,Y
,PA,Erie,Lake City,F,80,135,N,NM,PSYC,1040,2.86,N,Y,N,N,N,AC,N
,PA,York,New Freedom,F,85,240,N,NM,BIOL-PVET,1050,3.79,N,Y,N,N,N,AC,N
,PA,Mckean,Bradford,M,,,N,NM,ENVE,1190,4,N,Y,N,N,N,AD,N
,PA,Westmoreland,Jeannette,F,,,N,HH,NURS,,,N,Y,N,N,N,,Y
,PA,Somerset,Windber,F,41,94,N,HS,PLSC,1070,3.9,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,ED,ECSP,,2.4,N,N,N,N,N,,N
,PA,Monroe,Tobyhanna,F,,,N,BU,HRMG,1040,,N,Y,Y,N,N,,N
,PA,Philadelphia,Philadelphia,M,39,97,N,NM,COSC-SWEN,970,3.11,Y,N,N,N,N,AD,Y
,PA,Berks,Reading,M,,,N,UC,EXPL,910,2.13,N,N,N,N,N,RJ,N
,PA,Allegheny,Natrona Heights,M,67,183,N,FA,THTR-MUTH,1190,3.3,N,Y,N,N,N,AC,Y
,PA,Cambria,Johnstown,F,,,N,NM,BIOL-PMED,1040,3.5,Y,Y,N,N,N,AC,N
,PA,Allegheny,Mc Kees Rocks,M,,,N,BU,FIN,1270,3.22,N,Y,N,N,N,AD,N
,PA,Westmoreland,Irwin,F,63,320,N,ED,SPLP,1190,4.07,N,Y,N,N,N,AC,N
,PA,Lackawanna,Scranton,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Delaware,Sharon Hill,F,,,N,HH,NURS,,,Y,N,N,N,N,,N
,PA,Lackawanna,Dunmore,F,,,N,UC,EXPL,1190,3.35,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-EDU,1080,3.46,N,Y,N,N,N,AP,Y
